"TimeCreated","LogName","ProviderName","EventId","Level","RecordId","MachineName","UserId","ProcessId","ThreadId"
"22-04-2026 10.38.01 AM","System","TPM","17","Information","24133","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.35.22 AM","System","Microsoft-Windows-WindowsUpdateClient","19","Information","24132","DESKTOP-G8U5C6E","S-1-5-18","11400","13972"
"22-04-2026 10.35.11 AM","System","Microsoft-Windows-WindowsUpdateClient","43","Information","24131","DESKTOP-G8U5C6E","S-1-5-18","11400","13972"
"22-04-2026 10.35.11 AM","System","Microsoft-Windows-WindowsUpdateClient","44","Information","24130","DESKTOP-G8U5C6E","S-1-5-18","11400","13972"
"22-04-2026 10.34.46 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24129","DESKTOP-G8U5C6E","S-1-5-21-3910806486-1924480113-2393903152-1001","1608","11044"
"22-04-2026 10.34.30 AM","System","hcmon","0","Warning","24128","DESKTOP-G8U5C6E",,"4","18820"
"22-04-2026 10.34.30 AM","System","hcmon","0","Warning","24127","DESKTOP-G8U5C6E",,"4","18820"
"22-04-2026 10.33.29 AM","System","Microsoft-Windows-Kernel-General","16","Information","24126","DESKTOP-G8U5C6E","S-1-5-18","17420","14832"
"22-04-2026 10.31.00 AM","System","Service Control Manager","7040","Information","24125","DESKTOP-G8U5C6E","S-1-5-18","1256","13056"
"22-04-2026 10.27.34 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24124","DESKTOP-G8U5C6E","S-1-5-21-3910806486-1924480113-2393903152-1001","1608","5772"
"22-04-2026 10.27.31 AM","System","TPM","17","Information","24123","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.27.31 AM","System","TPM","17","Information","24122","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.27.30 AM","System","TPM","17","Information","24121","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.27.26 AM","System","TPM","17","Information","24120","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.27.26 AM","System","TPM","17","Information","24119","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.27.26 AM","System","TPM","17","Information","24118","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.27.06 AM","System","Service Control Manager","7040","Information","24117","DESKTOP-G8U5C6E","S-1-5-18","1256","1368"
"22-04-2026 10.26.10 AM","System","TPM","17","Information","24116","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.26.10 AM","System","TPM","17","Information","24115","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.26.09 AM","System","TPM","17","Information","24114","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.26.09 AM","System","TPM","17","Information","24113","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.24.59 AM","System","hcmon","0","Warning","24112","DESKTOP-G8U5C6E",,"4","5212"
"22-04-2026 10.24.59 AM","System","hcmon","0","Warning","24111","DESKTOP-G8U5C6E",,"4","5212"
"22-04-2026 10.24.49 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24110","DESKTOP-G8U5C6E","S-1-5-18","1608","1980"
"22-04-2026 10.24.49 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24109","DESKTOP-G8U5C6E","S-1-5-18","1608","1636"
"22-04-2026 10.24.49 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24108","DESKTOP-G8U5C6E","S-1-5-18","1608","1624"
"22-04-2026 10.24.48 AM","System","Microsoft-Windows-Time-Service","158","Information","24107","DESKTOP-G8U5C6E","S-1-5-19","3460","10792"
"22-04-2026 10.24.46 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24106","DESKTOP-G8U5C6E","S-1-5-20","1608","1636"
"22-04-2026 10.24.35 AM","System","hcmon","0","Warning","24105","DESKTOP-G8U5C6E",,"4","13012"
"22-04-2026 10.24.35 AM","System","hcmon","0","Warning","24104","DESKTOP-G8U5C6E",,"4","13012"
"22-04-2026 10.24.32 AM","System","hcmon","0","Warning","24103","DESKTOP-G8U5C6E",,"4","12252"
"22-04-2026 10.24.32 AM","System","hcmon","0","Warning","24102","DESKTOP-G8U5C6E",,"4","12252"
"22-04-2026 10.23.43 AM","System","TPM","17","Information","24101","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.23.42 AM","System","TPM","17","Information","24100","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.23.42 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24099","DESKTOP-G8U5C6E","S-1-5-21-3910806486-1924480113-2393903152-1001","1608","2388"
"22-04-2026 10.23.42 AM","System","TPM","17","Information","24098","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.23.34 AM","System","Microsoft-Windows-Kernel-Processor-Power","37","Warning","24097","DESKTOP-G8U5C6E","S-1-5-18","4","356"
"22-04-2026 10.23.31 AM","System","TPM","17","Information","24096","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.23.31 AM","System","TPM","17","Information","24095","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.23.30 AM","System","TPM","17","Information","24094","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.23.09 AM","System","hcmon","0","Warning","24093","DESKTOP-G8U5C6E",,"4","328"
"22-04-2026 10.23.09 AM","System","hcmon","0","Warning","24092","DESKTOP-G8U5C6E",,"4","328"
"22-04-2026 10.23.00 AM","System","Microsoft-Windows-TPM-WMI","1038","Information","24091","DESKTOP-G8U5C6E","S-1-5-18","2884","13148"
"22-04-2026 10.23.00 AM","System","Microsoft-Windows-TPM-WMI","1041","Information","24090","DESKTOP-G8U5C6E","S-1-5-18","2884","13148"
"22-04-2026 10.22.59 AM","System","TPM","17","Information","24089","DESKTOP-G8U5C6E","S-1-5-18","4","404"
"22-04-2026 10.22.58 AM","System","Microsoft-Windows-TPM-WMI","1025","Information","24088","DESKTOP-G8U5C6E","S-1-5-18","2884","13300"
"22-04-2026 10.22.56 AM","System","Microsoft-Windows-TPM-WMI","1282","Information","24087","DESKTOP-G8U5C6E","S-1-5-18","2884","13300"
"22-04-2026 10.22.56 AM","System","Netwtw08","6062","Warning","24086","DESKTOP-G8U5C6E",,"4","628"
"22-04-2026 10.22.56 AM","System","hcmon","0","Warning","24085","DESKTOP-G8U5C6E",,"4","10620"
"22-04-2026 10.22.56 AM","System","hcmon","0","Warning","24084","DESKTOP-G8U5C6E",,"4","10620"
"22-04-2026 10.22.53 AM","System","hcmon","0","Warning","24083","DESKTOP-G8U5C6E",,"4","620"
"22-04-2026 10.22.53 AM","System","hcmon","0","Warning","24082","DESKTOP-G8U5C6E",,"4","620"
"22-04-2026 10.22.49 AM","System","Netwtw08","7021","Information","24081","DESKTOP-G8U5C6E",,"4","768"
"22-04-2026 10.22.50 AM","System","hasplms","1","Information","24080","DESKTOP-G8U5C6E",,"5012","0"
"22-04-2026 10.22.48 AM","System","hcmon","0","Warning","24079","DESKTOP-G8U5C6E",,"4","768"
"22-04-2026 10.22.48 AM","System","hcmon","0","Warning","24078","DESKTOP-G8U5C6E",,"4","768"
"22-04-2026 10.22.45 AM","System","TPM","18","Information","24077","DESKTOP-G8U5C6E","S-1-5-18","4","408"
"22-04-2026 10.22.45 AM","System","Service Control Manager","7026","Information","24076","DESKTOP-G8U5C6E",,"1256","1260"
"22-04-2026 10.22.45 AM","System","hcmon","0","Warning","24075","DESKTOP-G8U5C6E",,"4","628"
"22-04-2026 10.22.45 AM","System","hcmon","0","Warning","24074","DESKTOP-G8U5C6E",,"4","628"
"22-04-2026 10.22.45 AM","System","hcmon","0","Warning","24073","DESKTOP-G8U5C6E",,"4","768"
"22-04-2026 10.22.45 AM","System","hcmon","0","Warning","24072","DESKTOP-G8U5C6E",,"4","768"
"22-04-2026 10.22.45 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24071","DESKTOP-G8U5C6E","S-1-5-19","1608","1636"
"22-04-2026 10.22.45 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24070","DESKTOP-G8U5C6E","S-1-5-19","1608","1636"
"22-04-2026 10.22.43 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24069","DESKTOP-G8U5C6E","S-1-5-19","1608","1980"
"22-04-2026 10.22.43 AM","System","Microsoft-Windows-DistributedCOM","10016","Warning","24068","DESKTOP-G8U5C6E","S-1-5-19","1608","1912"
"22-04-2026 10.22.43 AM","System","Microsoft-Windows-WLAN-AutoConfig","10001","Information","24067","DESKTOP-G8U5C6E","S-1-5-18","3868","3908"
"22-04-2026 10.22.43 AM","System","Microsoft-Windows-WLAN-AutoConfig","4000","Information","24066","DESKTOP-G8U5C6E","S-1-5-18","3868","3908"
"22-04-2026 10.22.42 AM","System","Microsoft-Windows-HttpService","113","Information","24065","DESKTOP-G8U5C6E","S-1-5-18","4736","8140"
"22-04-2026 10.22.42 AM","System","Microsoft-Windows-HttpService","111","Information","24064","DESKTOP-G8U5C6E","S-1-5-18","4736","8140"
"22-04-2026 10.22.42 AM","System","Microsoft-Windows-HttpService","113","Information","24063","DESKTOP-G8U5C6E","S-1-5-18","4736","8140"
"22-04-2026 10.22.42 AM","System","Microsoft-Windows-HttpService","111","Information","24062","DESKTOP-G8U5C6E","S-1-5-18","4736","8140"
"22-04-2026 10.22.38 AM","System","Win32k","267","Information","24061","DESKTOP-G8U5C6E",,"4","144"
"22-04-2026 10.22.38 AM","System","Microsoft-Windows-Winlogon","7001","Information","24060","DESKTOP-G8U5C6E","S-1-5-18","1232","1740"
"22-04-2026 10.22.38 AM","System","Microsoft-Windows-UserModePowerService","12","Information","24059","DESKTOP-G8U5C6E","S-1-5-18","1444","1536"
"22-04-2026 10.22.38 AM","System","Microsoft-Windows-UserModePowerService","12","Information","24058","DESKTOP-G8U5C6E","S-1-5-18","1444","1536"
"22-04-2026 10.22.38 AM","System","AsusPTPDrv","24",,"24057","DESKTOP-G8U5C6E",,"4","768"
"22-04-2026 10.22.38 AM","System","Microsoft-Windows-UserModePowerService","12","Information","24056","DESKTOP-G8U5C6E","S-1-5-18","1444","1536"
"22-04-2026 10.22.38 AM","System","IntelHaxm","4",,"24055","DESKTOP-G8U5C6E",,"4","172"
"22-04-2026 10.22.37 AM","System","hcmon","0","Warning","24054","DESKTOP-G8U5C6E",,"4","336"
"22-04-2026 10.22.37 AM","System","hcmon","0","Warning","24053","DESKTOP-G8U5C6E",,"4","336"
"22-04-2026 10.22.37 AM","System","vmx86","34",,"24052","DESKTOP-G8U5C6E",,"4","180"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24051","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24050","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24049","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24048","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24047","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24046","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24045","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24044","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24043","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24042","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24041","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24040","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24039","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.37 AM","System","Microsoft-Windows-HttpService","112","Information","24038","DESKTOP-G8U5C6E","S-1-5-18","4","100"
"22-04-2026 10.22.36 AM","System","VMnetuserif","1","Information","24037","DESKTOP-G8U5C6E",,"4","144"
"22-04-2026 10.22.36 AM","System","VMnetBridge","10","Information","24036","DESKTOP-G8U5C6E",,"4","628"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-DHCPv6-Client","51046","Information","24035","DESKTOP-G8U5C6E","S-1-5-19","3472","3548"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-Dhcp-Client","50036","Information","24034","DESKTOP-G8U5C6E","S-1-5-19","3472","3504"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-Dhcp-Client","50103","Information","24033","DESKTOP-G8U5C6E","S-1-5-19","3472","3504"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-Dhcp-Client","50036","Information","24032","DESKTOP-G8U5C6E","S-1-5-19","3472","3504"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","6","Information","24031","DESKTOP-G8U5C6E","S-1-5-18","4","712"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","6","Information","24030","DESKTOP-G8U5C6E","S-1-5-18","4","712"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","6","Information","24029","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","6","Information","24028","DESKTOP-G8U5C6E","S-1-5-18","4","712"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","1","Information","24027","DESKTOP-G8U5C6E","S-1-5-18","4","712"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","6","Information","24026","DESKTOP-G8U5C6E","S-1-5-18","4","712"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","6","Information","24025","DESKTOP-G8U5C6E","S-1-5-18","4","712"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","6","Information","24024","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.36 AM","System","Microsoft-Windows-FilterManager","6","Information","24023","DESKTOP-G8U5C6E","S-1-5-18","4","336"
"22-04-2026 10.22.35 AM","System","Microsoft-Windows-Directory-Services-SAM","16983","Information","24022","DESKTOP-G8U5C6E","S-1-5-18","1296","1300"
"22-04-2026 10.22.35 AM","System","Microsoft-Windows-Directory-Services-SAM","16977","Information","24021","DESKTOP-G8U5C6E","S-1-5-18","1296","1300"
